Date,Maize Mar,Maize May,Maize Jul,Maize Sep,diff,Prime,Oats Mar,Oats May,Oats Jul,Oats Sep,Soybeans Mar,Soybeans May,Soybeans Jul,Soybeans Sep,Wheat Mar,Wheat May,Wheat Jul,Wheat Sep
2019-07-18,438.25,442.25,445.75,421.75,1,5.5,278.75,277.75,277.0,279.75,921.25,930.0,938.75,939.75,517.75,523.5,524.25,530.75
2019-07-19,444.0,448.0,451.25,425.5,1,5.5,275.75,274.75,274.0,276.75,940.5,948.75,956.5,955.5,525.25,531.0,531.25,538.0
2019-07-22,435.75,440.25,443.75,422.0,3,5.5,270.75,269.75,269.0,271.75,928.25,937.0,945.5,944.5,511.5,518.0,520.5,528.0
2019-07-23,440.5,444.25,447.25,424.25,1,5.5,270.5,269.5,268.75,271.5,926.25,935.25,944.25,944.0,510.75,517.25,519.75,527.5
2019-07-24,439.75,443.5,446.5,424.0,1,5.5,269.75,268.75,268.0,270.75,931.0,940.5,949.25,948.25,518.5,524.75,526.5,533.5
2019-07-25,437.25,441.5,444.75,422.0,1,5.5,272.0,271.0,270.25,273.0,924.5,934.5,943.75,943.5,518.25,523.75,525.0,532.0
2019-07-26,434.5,438.75,442.25,421.0,1,5.5,267.75,267.0,266.75,269.5,925.75,935.75,945.25,945.5,515.25,520.5,521.25,527.75
2019-07-29,436.75,440.75,444.25,423.25,3,5.5,268.75,268.0,267.75,268.5,929.25,939.0,948.75,949.75,518.0,523.25,524.75,531.0
2019-07-30,431.0,435.5,439.25,420.75,1,5.5,268.75,268.25,268.0,270.75,922.25,933.25,944.0,946.25,512.5,518.0,520.25,526.75
2019-07-31,420.5,426.0,430.25,415.75,1,5.5,268.75,268.25,268.0,270.75,908.5,920.5,931.75,935.75,504.25,510.75,514.25,521.5
2019-08-01,413.25,419.75,424.5,412.5,1,5.25,269.5,269.0,268.75,271.5,891.75,903.5,915.25,920.5,491.75,497.75,501.0,509.0
2019-08-02,420.5,426.5,430.75,416.75,1,5.25,274.5,274.0,273.75,276.5,894.25,905.75,917.25,922.5,500.5,506.0,510.0,517.25
2019-08-05,425.5,430.5,434.5,419.75,3,5.25,272.25,272.0,271.75,274.5,893.75,905.25,916.75,922.25,503.75,509.5,513.75,521.75
2019-08-06,422.0,426.5,430.0,413.5,1,5.25,271.75,271.5,271.5,272.75,890.75,902.0,913.5,919.25,496.0,501.75,506.5,515.25
2019-08-07,423.75,428.75,432.25,416.5,1,5.25,271.0,271.0,272.0,274.5,891.75,903.0,913.75,919.25,500.0,505.75,510.0,518.5
2019-08-08,428.5,433.5,436.25,422.25,1,5.25,278.0,277.5,277.5,280.0,907.5,918.5,929.0,933.75,508.0,513.0,517.0,524.5
2019-08-09,428.25,434.0,437.5,422.25,1,5.25,280.25,279.75,279.75,282.25,916.0,927.0,937.25,941.75,509.0,514.0,518.0,524.75
2019-08-12,403.25,409.0,412.75,407.25,3,5.25,271.25,270.75,271.25,273.75,905.25,917.0,927.75,934.0,484.0,489.75,495.0,503.75
2019-08-13,390.0,398.75,404.5,405.25,1,5.25,270.25,270.0,270.75,273.25,914.0,925.25,935.75,940.5,483.25,489.25,494.5,502.5
2019-08-14,383.25,391.0,397.5,398.75,1,5.25,275.75,275.25,276.75,279.25,903.75,915.0,925.75,930.25,484.0,489.25,493.75,501.75
2019-08-15,383.5,391.25,397.75,399.25,1,5.25,271.25,271.0,272.75,275.25,897.0,908.25,919.0,923.5,481.0,486.75,491.0,499.25
2019-08-16,392.75,400.0,405.75,405.0,1,5.25,278.25,277.5,279.0,281.75,906.5,917.5,928.0,932.5,484.0,489.75,495.0,503.25
2019-08-19,387.0,394.25,400.5,401.0,3,5.25,276.25,275.25,277.0,280.0,893.75,905.5,916.5,921.5,479.5,485.0,489.75,498.0
2019-08-20,381.25,388.75,395.75,398.75,1,5.25,276.25,275.5,277.25,280.25,895.25,906.75,917.5,922.25,474.25,479.5,484.0,492.5
2019-08-21,382.5,390.25,396.75,400.5,1,5.25,274.5,273.75,275.5,278.25,900.25,911.75,922.0,927.0,474.5,479.25,483.75,492.0
2019-08-22,383.0,390.75,397.25,400.75,1,5.25,270.75,270.5,272.25,275.25,895.5,907.0,917.25,923.25,477.75,481.75,485.75,493.75
2019-08-23,380.0,388.5,395.25,399.0,1,5.25,271.25,271.0,273.0,276.25,885.25,897.25,908.25,916.25,483.5,486.75,490.5,498.25
2019-08-26,380.5,389.0,395.75,399.25,3,5.25,274.0,273.75,273.75,275.0,893.5,904.25,914.75,922.5,481.5,485.0,488.5,496.0
2019-08-27,377.75,386.0,393.0,397.0,1,5.25,271.25,271.0,272.25,274.25,886.25,897.25,908.0,916.25,481.75,484.25,487.0,494.75
2019-08-28,381.75,389.25,396.0,397.75,1,5.25,269.0,268.75,270.0,273.25,892.0,902.75,913.0,921.25,480.75,483.5,486.25,493.75
2019-08-29,383.25,390.75,397.25,399.25,1,5.25,274.5,273.75,275.5,278.75,894.0,904.75,914.75,922.5,478.25,481.0,483.5,491.5
2019-08-30,382.25,390.0,397.0,399.25,1,5.25,273.75,273.5,275.25,278.5,894.25,904.5,914.25,922.75,470.0,475.0,479.5,488.5
2019-09-03,374.25,382.5,389.5,393.5,4,5.25,269.5,269.0,270.75,274.0,895.0,905.75,915.5,923.75,459.75,465.0,469.5,478.25
2019-09-04,371.75,380.5,387.75,392.75,1,5.25,270.75,270.25,272.25,275.5,901.75,912.5,922.0,929.0,467.0,471.25,475.0,483.0
2019-09-05,371.75,380.75,387.75,392.5,1,5.25,269.75,268.5,269.75,272.0,888.75,899.75,909.5,916.0,472.5,477.0,480.0,487.75
2019-09-06,368.75,377.5,384.75,390.0,1,5.25,270.5,269.0,269.5,271.75,886.0,897.5,907.75,914.5,470.5,475.75,479.0,487.0
2019-09-09,367.25,376.75,384.25,390.0,3,5.25,271.25,269.75,271.25,273.5,885.75,898.0,908.5,916.75,479.0,481.5,484.0,491.5
2019-09-10,374.5,383.5,390.75,396.0,1,5.25,276.0,272.5,272.75,273.25,899.0,910.75,920.75,927.5,487.5,490.25,492.75,500.0
2019-09-11,372.25,381.75,389.0,394.25,1,5.25,280.75,279.25,279.25,280.25,894.0,906.25,916.25,923.5,484.0,488.5,491.75,499.25
2019-09-12,379.75,389.0,396.0,400.25,1,5.25,283.0,281.0,280.5,281.5,921.25,932.25,941.25,946.0,489.25,493.25,496.25,503.25
2019-09-13,381.5,390.5,397.0,400.75,1,5.25,280.25,278.25,278.0,279.0,924.0,934.75,943.0,947.75,489.5,494.0,497.5,504.5
2019-09-16,386.0,394.5,401.25,405.0,3,5.25,282.5,280.75,280.25,281.25,925.75,936.5,945.5,950.0,495.25,499.75,503.0,510.25
2019-09-17,380.0,388.25,395.0,399.0,1,5.25,282.75,281.25,281.0,282.0,919.5,930.25,939.75,945.25,490.75,495.25,498.75,506.5
2019-09-18,382.5,390.25,396.5,399.5,1,5.25,280.25,279.0,279.0,280.0,915.25,926.25,936.0,941.0,495.75,500.0,503.75,511.25
2019-09-19,384.0,391.75,397.5,399.75,1,5.0,281.25,280.5,280.75,279.5,918.25,928.75,937.5,941.5,494.25,498.75,502.25,509.75
2019-09-20,381.75,389.5,395.25,396.75,1,5.0,280.75,280.0,280.5,279.75,908.75,919.25,928.75,933.75,491.0,495.75,499.75,507.25
2019-09-23,384.25,392.0,397.75,398.75,3,5.0,282.0,281.5,282.25,283.0,917.0,926.5,935.0,938.75,490.0,494.75,498.25,506.0
2019-09-24,385.5,392.75,398.0,398.75,1,5.0,276.25,275.75,276.25,278.0,919.0,928.5,936.5,940.5,488.5,494.0,498.25,506.5
2019-09-25,385.5,393.0,398.5,399.5,1,5.0,276.0,275.75,277.25,278.5,915.0,924.75,933.5,937.5,483.75,488.75,493.0,501.5
2019-09-26,384.75,392.25,397.5,399.5,1,5.0,274.0,275.25,274.75,276.75,915.0,925.5,934.25,938.75,490.25,494.25,498.5,506.5
2019-09-27,383.75,391.0,396.5,398.25,1,5.0,274.0,275.0,275.0,277.0,910.0,920.5,929.5,935.0,493.75,498.5,502.25,510.0
2019-09-30,399.5,405.25,408.5,404.5,3,5.0,279.5,280.25,280.5,281.5,930.0,939.0,947.0,950.0,502.5,507.25,510.75,518.0
2019-10-01,404.5,409.25,411.75,405.5,1,5.0,284.75,284.75,285.0,286.0,941.5,949.25,956.5,957.75,505.75,510.75,514.25,521.75
2019-10-02,399.75,404.75,407.25,401.75,1,5.0,285.25,284.75,285.25,287.75,938.5,948.25,956.5,959.25,496.25,501.75,506.0,514.0
2019-10-03,400.75,406.0,408.5,402.0,1,5.0,289.0,289.75,290.25,292.75,936.5,946.25,954.75,957.75,496.25,502.0,506.25,514.0
2019-10-04,397.0,402.5,405.75,400.5,1,5.0,287.5,287.75,288.0,289.0,940.75,950.0,958.25,959.75,497.5,502.75,507.0,515.0
2019-10-07,399.0,404.5,408.25,402.25,3,5.0,283.25,283.5,283.75,285.0,940.5,950.25,959.0,960.0,496.5,502.0,506.25,514.75
2019-10-08,406.5,411.25,414.5,406.0,1,5.0,284.75,285.5,285.75,286.75,947.0,956.75,965.5,965.0,507.75,513.0,516.5,524.5
2019-10-09,405.5,410.75,414.5,405.25,1,5.0,284.5,285.0,285.25,286.25,949.75,959.5,968.75,968.5,507.0,512.0,516.25,524.0
2019-10-10,391.5,397.5,402.25,400.5,1,5.0,284.5,285.5,286.25,285.75,949.5,959.0,968.5,967.25,499.75,505.25,510.0,517.75
2019-10-11,407.75,412.75,416.5,407.75,1,5.0,288.75,289.75,290.25,291.0,961.0,968.5,976.75,972.25,514.0,518.5,522.25,529.25
2019-10-14,407.5,412.5,416.0,406.5,3,5.0,294.75,295.0,294.75,293.25,965.0,972.25,980.5,976.25,516.75,521.25,524.5,531.0
2019-10-15,404.25,410.5,415.25,406.25,1,5.0,294.25,295.25,294.5,292.75,959.25,967.0,976.25,974.25,513.25,518.25,522.25,528.75
2019-10-16,403.5,409.75,414.75,405.25,1,5.0,297.75,297.25,296.0,294.0,954.5,963.25,972.25,970.5,518.25,523.0,526.25,532.5
2019-10-17,406.5,412.75,417.75,407.25,1,5.0,293.25,290.5,285.25,277.5,957.0,965.25,973.5,971.25,530.25,534.0,536.0,541.5
2019-10-18,402.75,409.5,415.25,406.5,1,5.0,290.5,288.25,284.0,276.25,959.25,967.5,976.0,973.5,537.0,541.5,544.0,549.75
2019-10-21,399.5,406.75,413.0,404.75,3,5.0,286.0,287.25,285.25,279.25,959.0,967.5,975.5,973.5,529.5,534.5,537.75,544.0
2019-10-22,400.0,406.75,413.0,405.0,1,5.0,294.75,294.5,292.75,285.75,959.75,968.5,976.75,973.75,524.25,529.5,533.5,540.25
2019-10-23,399.75,406.25,412.0,404.75,1,5.0,294.75,295.5,293.75,285.0,959.5,968.0,976.5,973.5,526.0,531.0,534.5,541.25
2019-10-24,398.0,404.5,410.25,403.75,1,5.0,299.5,299.5,297.75,288.75,958.5,968.25,976.75,974.25,521.25,526.25,530.25,537.25
2019-10-25,397.5,404.0,409.75,403.5,1,5.0,299.5,299.25,297.25,288.5,946.75,957.5,967.0,966.25,523.5,528.75,532.5,539.5
2019-10-28,394.5,401.5,407.5,401.25,3,5.0,295.0,295.0,293.5,285.0,947.75,958.75,969.0,968.75,518.0,523.25,528.0,535.75
2019-10-29,396.0,402.75,408.75,402.5,1,5.0,298.0,297.5,295.75,287.0,946.25,957.75,968.25,969.0,517.5,522.5,527.25,534.75
2019-10-30,399.5,405.25,410.5,403.0,1,5.0,293.5,292.25,290.25,281.75,943.5,955.0,965.25,966.25,515.0,519.75,524.5,532.0
2019-10-31,398.75,404.75,410.0,402.0,1,4.75,293.5,293.5,291.75,283.0,945.25,957.0,967.25,968.5,514.75,519.25,523.25,530.0
2019-11-01,398.5,404.5,410.0,402.5,1,4.75,301.5,300.5,298.5,289.0,949.25,960.75,970.75,970.75,521.75,526.5,531.0,537.75
2019-11-04,393.5,400.5,406.5,400.0,3,4.75,294.75,294.5,293.0,284.5,951.25,963.25,973.5,973.25,516.25,521.25,525.75,532.75
2019-11-05,391.75,398.5,404.75,398.75,1,4.75,296.25,295.75,293.75,285.0,947.25,959.0,969.25,970.0,520.25,524.5,529.0,535.75
2019-11-06,387.75,394.75,400.75,396.75,1,4.75,301.5,301.25,298.75,289.0,940.75,952.75,963.25,965.0,521.5,525.75,530.0,536.5
2019-11-07,383.75,391.0,397.75,394.75,1,4.75,299.75,299.5,297.25,288.0,948.75,960.25,970.75,971.0,517.25,522.25,526.5,533.25
2019-11-08,386.5,393.5,399.75,396.25,1,4.75,299.75,300.0,297.5,288.25,944.0,955.5,966.0,965.75,514.25,519.75,524.0,531.5
2019-11-11,382.0,388.75,395.0,392.75,3,4.75,308.0,306.75,301.25,291.5,930.5,942.75,953.5,954.5,510.5,515.5,519.75,527.5
2019-11-12,386.5,392.75,398.75,395.25,1,4.75,304.25,303.25,300.5,290.25,930.25,942.75,953.75,954.75,521.75,526.5,530.25,537.25
2019-11-13,384.0,389.75,395.75,392.75,1,4.75,302.0,301.5,298.25,288.0,928.5,940.75,951.5,953.0,513.75,518.75,522.5,529.5
2019-11-14,384.75,390.75,396.5,394.0,1,4.75,304.5,304.0,300.5,289.75,929.5,941.25,951.25,950.75,511.0,516.0,519.5,527.0
2019-11-15,380.75,386.5,392.5,391.0,1,4.75,304.75,302.0,292.0,277.75,930.75,942.25,952.5,952.0,506.0,510.75,514.5,522.0
2019-11-18,377.25,383.0,388.75,388.5,3,4.75,301.5,299.5,290.5,277.0,923.0,935.0,945.75,945.25,510.75,514.5,517.75,525.5
2019-11-19,380.75,386.75,392.5,391.5,1,4.75,307.75,304.75,295.75,282.0,924.5,936.75,947.75,947.75,515.25,519.0,521.25,529.0
2019-11-20,377.25,383.0,389.25,389.5,1,4.75,311.75,306.75,297.75,284.0,919.0,932.0,943.75,945.75,518.75,521.75,523.25,530.25
2019-11-21,379.0,384.25,390.0,389.75,1,4.75,316.5,311.25,300.0,284.5,915.25,928.5,940.25,942.25,512.0,515.75,517.75,525.0
2019-11-22,378.5,383.75,388.75,388.5,1,4.75,317.5,314.0,303.25,288.75,911.25,925.0,937.0,939.5,518.75,522.75,524.0,531.0
2019-11-25,380.75,386.5,392.0,391.5,3,4.75,320.75,317.0,306.25,291.0,907.0,921.0,933.25,937.25,533.0,536.5,536.0,542.25
2019-11-26,378.25,384.25,389.5,389.0,1,4.75,322.25,316.25,301.75,284.0,898.75,913.25,926.0,929.75,531.0,535.0,534.75,541.0
2019-11-27,373.25,379.0,384.25,384.0,1,4.75,316.5,310.5,295.5,280.25,896.5,910.75,923.25,926.5,526.75,531.0,531.5,537.75
2019-11-29,381.25,385.75,390.25,388.0,2,4.75,309.75,305.25,292.0,277.0,891.25,905.75,918.25,922.25,541.75,544.75,542.75,547.75
2019-12-02,382.0,386.5,390.25,387.75,3,4.75,306.5,302.0,291.5,277.0,885.25,900.25,913.5,919.0,535.25,539.0,538.75,544.5
2019-12-03,381.25,387.25,391.75,388.5,1,4.75,301.5,297.5,288.5,275.75,885.5,900.75,914.0,919.75,525.25,529.75,531.0,537.0
2019-12-04,378.5,384.5,389.25,387.5,1,4.75,304.0,300.25,290.0,279.75,892.5,907.0,920.0,924.0,527.5,531.5,532.75,538.25
2019-12-05,376.75,382.5,387.0,386.25,1,4.75,295.25,292.75,286.5,277.75,898.75,913.5,926.75,929.25,523.75,528.0,530.0,535.75
2019-12-06,376.75,382.5,386.75,386.75,1,4.75,292.25,289.25,284.5,276.25,903.75,918.25,931.5,934.0,524.5,527.75,530.0,536.25
2019-12-09,375.75,381.25,386.0,385.75,3,4.75,295.25,292.0,283.75,274.0,911.75,925.5,938.75,941.0,522.75,526.0,528.75,535.5
2019-12-10,377.0,382.75,388.0,387.5,1,4.75,294.75,292.0,285.75,277.0,915.5,929.0,942.0,943.5,523.75,526.75,529.75,536.5
2019-12-11,371.25,378.0,383.75,384.75,1,4.75,293.75,290.0,282.5,275.75,908.0,921.75,935.0,937.75,519.25,522.75,526.0,532.75
2019-12-12,377.75,384.25,390.0,390.25,1,4.75,302.75,299.5,292.0,281.75,912.5,926.0,938.75,940.5,530.25,533.0,536.0,542.0
2019-12-13,381.0,388.0,393.75,393.0,1,4.75,297.25,293.75,285.75,275.5,921.5,935.25,947.5,948.75,532.5,534.75,537.75,543.5
2019-12-16,388.0,394.75,400.25,398.5,3,4.75,307.5,303.0,293.5,281.25,936.0,950.0,962.0,961.25,549.75,551.25,551.25,555.5
2019-12-17,390.0,396.5,402.25,400.25,1,4.75,306.5,302.25,292.75,280.5,940.75,954.25,966.0,965.0,556.25,559.0,559.0,563.25
2019-12-18,387.0,393.5,399.5,398.0,1,4.75,299.5,295.75,287.75,278.75,940.5,954.0,965.5,966.0,548.25,551.75,553.5,558.75
2019-12-19,386.5,393.0,398.75,398.5,1,4.75,297.25,293.5,284.25,272.5,936.25,950.0,962.0,963.75,545.25,548.75,550.75,555.75
2019-12-20,387.75,394.0,399.5,399.5,1,4.75,292.0,288.25,281.5,271.0,938.25,951.25,962.5,963.5,542.25,546.0,548.75,553.75
2019-12-27,390.0,396.75,402.75,402.25,7,4.75,288.5,285.5,282.75,272.0,941.5,955.25,966.75,968.0,556.25,558.5,559.75,564.75
2019-12-30,388.25,395.25,401.5,401.5,3,4.75,290.5,287.75,284.0,276.75,952.5,966.0,977.5,976.5,556.0,559.0,561.0,566.25
2019-12-31,387.75,394.75,401.0,401.0,1,4.75,292.0,289.75,283.25,274.0,955.5,968.75,979.75,978.5,558.75,561.75,563.5,568.75
2020-01-02,413.5,417.0,420.0,410.5,1,4.75,271.75,271.75,272.0,272.0,975.0,973.5,976.25,962.0,588.5,587.75,574.75,577.0
2020-01-03,411.0,415.0,418.0,408.75,1,4.75,267.0,267.0,267.25,267.25,969.0,967.75,971.25,957.25,584.75,584.5,571.75,574.25
2020-01-06,410.0,414.25,417.0,408.0,3,4.75,268.5,268.5,268.75,268.75,972.25,971.25,974.75,960.5,581.5,581.5,569.5,572.0
2020-01-07,410.0,414.5,417.25,408.25,1,4.75,267.5,267.5,267.75,267.75,972.25,971.75,975.5,961.25,581.0,581.0,569.0,571.5
2020-01-08,410.25,414.25,417.0,408.25,1,4.75,274.25,274.25,274.5,274.5,974.0,972.5,975.75,961.25,582.25,581.75,569.75,572.25
2020-01-09,409.75,413.75,416.5,408.5,1,4.75,269.5,269.5,269.75,269.75,969.5,968.25,971.25,957.25,588.75,586.5,574.25,576.75
2020-01-10,412.5,416.25,419.0,409.75,1,4.75,271.25,271.25,271.5,271.5,971.25,969.5,972.25,957.5,588.0,585.75,572.75,575.25
2020-01-13,414.5,418.0,420.75,411.0,3,4.75,271.0,271.0,271.25,271.25,964.75,962.5,965.5,951.25,589.0,587.0,573.75,576.0
2020-01-14,413.75,417.75,420.25,410.5,1,4.75,272.25,272.25,272.5,272.5,963.0,961.5,964.5,952.0,591.5,588.75,574.75,576.75
2020-01-15,412.0,416.0,418.75,409.25,1,4.75,272.0,272.0,272.25,272.25,952.25,951.25,954.25,941.5,593.25,589.0,573.5,575.25
2020-01-16,404.25,408.75,411.75,404.25,1,4.75,270.5,270.5,270.75,270.75,950.5,949.75,953.0,936.75,587.25,584.25,568.75,571.25
2020-01-17,412.5,416.5,419.0,410.5,1,4.75,272.5,272.5,272.75,272.75,954.0,952.75,956.25,941.5,590.25,586.5,570.0,572.0
2020-01-21,411.25,415.0,417.5,409.25,4,4.75,272.75,272.75,273.0,279.25,946.5,946.0,949.75,934.5,600.5,595.0,576.25,578.0
2020-01-22,410.5,414.5,416.75,408.25,1,4.75,271.75,271.75,272.0,278.25,945.5,945.25,948.75,933.5,596.75,590.5,570.5,572.5
2020-01-23,413.0,416.5,419.25,409.75,1,4.75,272.0,272.0,272.25,279.5,944.25,944.75,949.0,935.5,597.5,591.5,571.5,573.75
2020-01-24,407.75,411.75,414.25,406.25,1,4.75,264.75,264.75,265.0,272.25,937.5,939.25,943.25,932.5,592.75,588.25,569.5,571.25
2020-01-27,405.0,409.25,411.75,404.0,3,4.75,267.0,267.0,267.25,274.5,934.5,937.75,943.25,938.75,592.0,588.25,571.25,574.0
2020-01-28,407.25,411.25,413.75,405.5,1,4.75,270.75,270.75,271.0,278.25,931.75,935.0,940.5,934.5,588.25,583.75,567.0,569.0
2020-01-29,405.0,409.0,411.75,403.0,1,4.75,270.5,270.5,270.75,278.0,930.75,933.75,939.0,932.5,582.0,578.5,563.5,566.75
2020-01-30,400.25,404.25,406.75,400.0,1,4.75,270.5,270.5,270.75,278.0,920.5,924.25,930.0,926.0,579.25,575.5,560.0,563.25
2020-01-31,400.5,404.5,407.25,401.25,1,4.75,270.5,270.5,270.75,278.0,916.5,920.25,926.5,922.75,575.5,571.5,555.5,557.25
2020-02-03,399.0,403.25,405.75,399.75,3,4.75,270.5,270.5,270.75,278.0,919.5,922.75,928.5,924.0,574.75,571.0,556.25,558.75
2020-02-04,402.25,406.25,409.25,401.75,1,4.75,270.75,270.75,271.0,278.25,921.5,924.75,930.75,926.25,576.25,572.75,558.75,561.5
2020-02-05,401.75,405.75,408.25,400.25,1,4.75,270.5,270.5,270.75,278.0,922.75,925.25,931.0,926.5,580.25,576.25,562.25,564.75
2020-02-06,399.0,402.75,405.25,398.25,1,4.75,270.75,270.75,271.0,278.25,921.0,923.25,929.0,925.0,574.75,571.0,557.75,560.25
2020-02-07,402.75,406.0,408.0,400.0,1,4.75,270.25,270.25,270.5,277.75,917.5,919.25,924.75,920.5,579.0,575.0,560.5,562.75
2020-02-10,402.75,406.5,408.25,400.0,3,4.75,270.0,270.0,270.25,277.5,917.5,919.25,924.75,920.75,577.0,574.5,561.25,563.75
2020-02-11,401.25,405.0,406.75,398.25,1,4.75,269.75,269.75,270.0,277.25,917.75,919.75,925.0,921.25,570.0,569.0,556.75,560.0
2020-02-12,402.5,406.0,408.0,398.5,1,4.75,269.5,269.5,269.75,277.0,917.5,918.25,923.25,918.5,573.25,572.0,560.0,563.5
2020-02-13,401.0,404.5,406.5,398.0,1,4.75,269.5,269.5,269.75,277.0,919.75,920.75,926.0,921.5,568.75,568.0,556.75,560.5
2020-02-14,398.0,401.75,403.75,394.5,1,4.75,269.25,269.25,269.5,276.75,919.75,920.75,926.0,921.25,565.0,563.5,552.0,556.25
2020-02-18,402.5,406.0,407.75,397.25,4,4.75,270.5,270.5,270.75,278.0,917.5,918.5,923.75,919.5,585.0,582.0,569.75,573.0
2020-02-19,400.0,404.25,405.75,396.0,1,4.75,268.5,268.5,268.75,276.0,919.5,920.75,925.75,920.5,584.75,583.25,571.25,574.0
2020-02-20,398.0,401.0,403.5,394.25,1,4.75,269.0,269.0,269.25,276.5,913.0,913.5,918.75,913.5,582.5,581.0,568.5,571.25
2020-02-21,395.25,399.25,401.5,393.75,1,4.75,268.75,268.75,269.0,276.25,911.75,911.0,916.25,911.25,575.75,574.0,561.5,564.25
2020-02-24,391.75,395.75,398.5,392.0,3,4.75,264.0,264.0,264.25,271.5,902.25,903.25,909.0,905.0,563.25,561.75,551.25,554.5
2020-02-25,392.0,396.25,398.5,392.25,1,4.75,267.75,267.75,268.0,275.25,908.0,908.75,914.0,909.0,561.5,559.75,549.25,552.5
2020-02-26,391.5,395.75,398.0,391.75,1,4.75,264.75,264.75,265.0,272.25,909.5,909.25,914.75,909.5,560.25,559.25,548.5,551.5
2020-02-27,387.5,392.75,395.75,389.5,1,4.75,265.0,265.0,265.25,272.5,908.75,908.25,913.25,908.5,555.0,554.25,543.5,546.5
2020-02-28,387.5,392.75,395.75,390.0,1,4.75,262.5,262.5,262.75,270.0,904.0,904.25,909.25,904.5,552.25,552.5,543.0,546.0
2020-03-02,390.5,395.25,397.5,391.0,3,4.75,260.5,260.5,260.75,268.0,913.75,914.0,919.0,913.25,550.5,550.5,540.5,543.75
2020-03-03,394.5,399.25,401.75,394.5,1,4.75,262.5,262.5,262.75,270.0,914.25,914.0,918.5,912.5,554.0,554.5,544.0,547.0
2020-03-04,395.5,400.0,402.0,394.0,1,4.25,265.75,265.75,266.0,273.25,909.25,908.0,912.5,906.0,548.25,551.25,543.5,547.5
2020-03-05,393.5,398.0,400.5,392.0,1,4.25,266.25,266.25,266.5,273.75,900.25,898.75,902.75,897.25,547.5,550.5,543.75,547.25
2020-03-06,391.75,397.0,400.0,392.5,1,4.25,264.0,264.0,264.25,271.5,900.0,899.5,904.5,900.5,545.0,549.25,543.0,546.75
2020-03-09,387.0,392.5,396.25,390.0,3,4.25,266.0,266.0,266.25,273.5,881.75,881.5,887.0,883.75,547.0,551.0,544.75,548.5
2020-03-10,390.75,396.0,399.75,392.25,1,4.25,268.75,268.75,269.0,276.25,887.75,888.5,894.0,890.75,547.5,550.5,543.25,546.75
2020-03-11,387.0,392.0,395.25,387.75,1,4.25,267.5,267.5,267.75,275.0,882.25,882.5,888.25,885.75,541.75,544.75,537.0,539.75
2020-03-12,381.75,386.5,389.25,382.0,1,4.25,267.75,267.75,268.0,275.25,867.75,868.25,874.75,873.5,535.5,538.25,529.75,532.5
2020-03-13,382.75,387.5,389.75,383.25,1,4.25,263.25,263.25,263.5,270.75,862.0,863.75,871.5,870.5,533.75,536.5,527.25,530.0
2020-03-16,377.75,382.75,384.75,377.25,3,3.25,260.5,260.5,260.75,268.0,842.75,844.5,853.25,853.0,526.0,529.25,519.5,522.0
2020-03-17,374.0,379.0,381.75,374.25,1,3.25,255.25,255.25,255.5,262.75,837.75,839.0,847.5,847.5,525.5,528.0,518.75,521.5
2020-03-18,369.0,373.75,376.25,370.75,1,3.25,258.5,258.5,258.75,266.0,834.75,836.25,844.25,845.25,534.5,533.75,523.75,525.25
2020-03-19,373.5,377.75,379.5,372.25,1,3.25,262.0,262.0,262.25,269.5,832.0,834.25,842.75,842.5,551.5,546.75,532.25,533.0
2020-03-20,373.25,377.5,379.5,373.5,1,3.25,261.0,261.0,261.25,268.5,841.25,845.0,854.25,854.0,554.25,552.25,542.75,543.5
2020-03-23,374.5,378.75,380.25,372.75,3,3.25,263.25,263.25,263.5,270.75,845.25,846.75,856.0,853.25,566.5,562.0,549.75,550.0
2020-03-24,374.75,379.0,381.5,373.75,1,3.25,263.25,263.25,263.5,270.75,850.5,851.0,859.75,854.75,565.75,561.5,549.5,550.25
2020-03-25,377.0,381.5,383.5,376.5,1,3.25,257.5,257.5,257.75,265.0,858.5,859.0,868.0,862.25,574.0,569.5,555.25,556.5
2020-03-26,377.5,382.0,384.0,377.5,1,3.25,257.5,257.5,257.75,265.0,864.0,864.25,873.25,866.75,564.25,561.75,549.75,551.5
2020-03-27,374.0,378.5,380.5,373.5,1,3.25,257.5,257.5,257.75,265.0,858.0,856.75,864.75,857.75,566.25,563.75,549.0,550.25
2020-03-30,369.25,374.0,376.75,370.0,3,3.25,260.0,260.0,260.25,267.5,852.5,849.75,858.25,851.25,572.0,571.5,560.75,561.5
2020-03-31,368.5,374.5,377.5,371.5,1,3.25,260.0,260.0,260.25,267.5,855.25,851.0,859.5,851.0,578.75,577.0,566.25,567.0
2020-04-01,359.0,365.25,369.0,364.0,1,3.25,257.75,257.75,258.0,265.25,844.75,843.0,851.75,844.75,565.75,563.5,551.75,553.0
2020-04-02,361.25,367.75,371.5,365.75,1,3.25,254.75,254.75,255.0,262.25,848.0,845.5,854.5,848.25,557.25,555.25,544.0,544.75
2020-04-03,362.0,368.25,371.75,365.75,1,3.25,259.5,259.5,259.75,267.0,846.0,844.5,852.25,846.0,560.0,558.0,545.5,546.75
2020-04-06,359.5,366.0,369.75,363.75,3,3.25,257.0,257.0,257.25,264.5,850.75,849.0,856.75,850.25,566.25,564.75,552.0,553.5
2020-04-07,361.75,368.25,372.25,366.0,1,3.25,256.5,256.5,256.75,264.0,855.5,854.0,861.0,854.5,564.75,563.5,551.0,553.0
